query,result_count
玉泉區,27800
玉泉營,835000
玉溪,100000000
玉溪地區,3690000
玉溪市,100000000
玉玦,6150000
玉珉,284000
玉田,100000000
玉田縣,85600
玉皇,100000000
玉皇大帝,73300000
玉皇頂,662000
玉石,100000000
玉石俱焚,26300000
玉篇,73600000
玉米片,18500000
玉米筍,944000
玉米粉,100000000
玉米糕,17500000
玉米赤霉烯酮,2360000
玉米餅,3890000
玉米麵,16800000
玉紅省,25
玉蘭花,11000000
玉蜀黍,8150000
玉衡,23700000
玉里,4230000
玉里鎮,108000
玉門,1840000
玉門市,23600
玉門關,1950000
玉露,95100000
玉音,5840000
玉頭姬鶲,80600
玉髓,61000000
玉龍納西族自治縣,643000
玉龍縣,1290000
玉龍雪山,5840000
玊,9750000
王,100000000
王不留行,20600000
王世充,12100000
王仙芝,3600000
王侯,100000000
王侯公卿,5400000
王儲,139000
王充,28400000
王光良,3240000
王八,100000000
王八犢子,83700
王八羔子,6090000
王八蛋,100000000
王公,100000000
王冠,100000000
王力,100000000
王力宏,100000000
王勃,98400000
王勵勤,11500
王叔文,7670000
王后,100000000
王導,362000
王小波,50900000
王岱輿,16100
王英,43700000
王莽,77800000
王著,2480000
王軍霞,5060
王選,72300
王陽明,542000
王震,36200000
王顧左右而言他,672000
玍,8980000
玎,27500000
玎玲,1180000
玓,5000000
玓瓅,599000
玔,2970000
玗,9180000
玘,7510000
玞,1600000
玟,67300000
玠,9410000
玢,20500000
玥,100000000
玦,42400000
玨,2260000
玩,100000000
玩世不恭,81200000
玩人喪德,56100000
玩伴,100000000
玩偶,100000000
玩兒得轉,446000
玩兒票,581000
玩兒花招,15100
玩具,100000000
玩具廠,61100000
玩具槍,12600000
玩味,100000000
玩失蹤,9680000
玩藝,24900000
玩話,73700000
玩賞,16900000
玩陰的,7790000
玫瑰,100000000
玫瑰戰爭,1550000
玫瑰果,12500000
玫瑰花,100000000
玫瑰茄,7410000
玫紅眉朱雀,49
玭,3650000
玲,100000000
玲瓏,3600000
玲瓏剔透,952000
玳,60300000
玳瑁,39400000
玳瑁殼,98200
玶,2690000
玷污,100000000
玷辱,4280000
玹,23800000
玻,100000000
玻利維亞,420000
玻尿酸,100000000
玻意耳,1900000
玻爾茲曼,2930
玻片,53100000
玻璃,100000000
玻璃化,29600000
玻璃心,100000000
玻璃砂,53500000
玻璃管,91700000
玻璃紙,15200000
玻璃纖維,38600000
珌,2130000
珍多冰,32600000
珍奇,60200000
珍奶,5320000
珍寶,1800000
珍惜,100000000
珍愛,1010000
珍珠,100000000
珍珠奶茶,69600000
珍珠小番茄,2620000
珍珠岩,90000000
珍珠港,66000000
珍珠翡翠白玉湯,348000
珍異,3910000
珍稀,100000000
珍饈美饌,75700
珓,1790000
珔,1580000
珖,4780000
珙,24400000
珙縣,39900
珚,1360000
珞巴語,37800
珠圓玉潤,657000
珠子,100000000
珠山,65300000
珠山區,17200
珠崖,2940000
珠暉,32700
珠母,37000000
珠流,46200000
珠流璧轉,34500
珠海,100000000
珠澳,69800000
珠玉在側,594000
珠穆朗瑪峰,5160000
珠算,37100000
珠茶,3160000
珠頸斑鳩,123000
珡,2320000
珣,34000000
珥,49800000
珧,12100000
珪,37100000
班上,100000000
班主,100000000
班伯利,47300
班伯里,1840000
班克斯,39000000
班加羅爾,99200
班務會,321000
班卓琴,2740000
班吉,3790000
班固,65200000
班圖斯坦,4100
班基,303000
班子,100000000
班導,50800000
班導師,14200000
班師,80000000
班底,100000000
班戈,19400000
班戈縣,13700
班房,9730000
班期,100000000
班檯,9690
班禪喇嘛,539000
班禪額爾德尼,284000
班輩,2670000
班輩兒,27
班達亞齊,20400
班長,1840000
班雅明,128000
現代新儒家,926000
現代舞,17100000
現任,5430000
現值,441000
現做,100000000
現在是過去鑰匙,730000
現場投注,1400000
現場採訪,4520000
現場會,77100000
現場會議,15400000
現存,2730000
現學現用,13000000
現實,29400000
現實主義,12400000
現年,100000000
現形,31300000
現役,3500000
現成,100000000
現成話,7270000
現房,98700
現抓,20000000
現時,100000000
現況,3480000
現烤,6050000
現狀,11000000
現眼,34600000
現磨,11800000
現象,26700000
現象學,12000000
現貨,7790000
現貨價,100000000
現身,5990000
現金周轉,1190000
現金基礎,4140000
現金流,27100000
球星,100000000
球杆,49100000
球柵陣列封裝,54200
球棒,15700000
球狀,479000
球狀物,1120000
球狀蛋白質,95900
球磨,100000000
球童,17800000
球竿,28300000
球籍,1780000
球腔菌,5790000
球芽甘藍,322000
球菌,100000000
球蛋白,100000000
球蟲,25200
球門,34000000
球面幾何,340000
球面度,1560000
球鞋,100000000
球類,428000
球館,268000
球體,606000
琅,100000000
琅威理,56100
琅琊區,8320
理,100000000
理事,100000000
理事長,14900000
理光,80700000
理兒,54200000
理則,31200000
理化,100000000
理化因素,23600000
理喻,48600000
理塘,93900000
理塘縣,18100
理學,1560000
理學家,14900000
理學碩士,4660000
理查德,100000000
理查森,12600000
理氣,79100000
理氣化痰,10900000
理由,100000000
理療,581000
理直氣壯,4820000
理神論,1950000
理科,100000000
理科學士,1530000
理縣,58700
理解,100000000
理論,30100000
理論基礎,68800000
理論家,22800000
理論貢獻,1460000
理財學,2970000
理貨員,3080000
理路,100000000
理雅各,1140000
理頭,31900000
理髮,1330000
理髮員,308000
理髮師,8030000
理髮店,29000000
理髮廳,209000
琉,100000000
琉球,41800000
琉球歌鴝,98
琉球海,8590000
琉球王國,195000
琉球角鴞,60
琉璃藍鶲,79
琊,16800000
琍,100000000
琛,100000000
琝,691000
琠,893000
琢磨,100000000
琥珀,100000000
琦,100000000
琨,100000000
琪,100000000
琫,957000
琬,76900000
琭,6430000
琮,48400000
琯,13900000
琳,100000000
琳·戴維斯,55
琳瑯滿目,2420000
琴師,216000
琴弦,100000000
琴斯托霍瓦,501000
琴書,551000
琴瑟不調,977000
琴瑟和鳴,1370000
琴酒,18900000
琴錘,594000
琵嘴鴨,63900
琵琶,100000000
琵琶魚,813000
琶,98900000
琶洲,52000000
琶音,19800000
琹,3570000
瑕玷,1560000
瑗,57800000
瑙,100000000
瑙魯,37200
瑚,67400000
瑛,100000000
瑜伽,100000000
瑞金市,100000000
瑞香,25300000
瑞麗,377000
瑟,100000000
瑟瑟,100000000
瑟瑟發抖,10800000
瑟索,3220000
瑟縮,132000
瑠,43200000
瑢,8750000
瑣,2350000
瑣屑,149000
瑣碎,1070000
瑣細,114000
瑣羅亞斯德,136000
瑣羅亞斯德教,51700000
瑣聞,126000
瑣記,738000
瑤海,185000
瑤海區,128000
瑩,7340000
瑪,7350000
瑪仁糖,56200
瑪俐歐,10800
瑪克辛,4210
瑪利亞,2770000
瑪卡,325000
瑪多,44600
瑪奇朵,2120000
瑪家鄉,39200
瑪律,2570000
瑪拿西,65400
瑪曲,13300
瑯琊區,10000
瑰偉,38200
瑰寶,768000
瑰瑋,142000
瑰異,89200
瑰麗,710000
瑱,6750000
瑳,2580000
瑽,1380000
瑾,100000000
瑿,921000
璀璀,312000
璀璨奪目,585000
璀錯,47000
璁,25800000
璃,100000000
璅,1270000
璆,8660000
璇,100000000
璈,6410000
璉,1630000
璋,94700000
璐,100000000
璘,28200000
璜,75100000
璝,894000
璞,100000000
璡,1380000
璢,528000
璣,1360000
璥,2160000
璧,100000000
璧山,100000000
璧玉,5130000
璨,100000000
璨玉,6030000
璨璨,4610000
環抱,710000
環極渦旋,45
環氧乙烷,3390000
環氧樹脂,41000000
環江,53400
環法,99200
環法自行車賽,1150000
環渤海灣地區,318000
環烴,17700
環狀,710000
環狀列石,35200
環球,7620000
環球化,7690000
環球唱片,2270000
環球音樂集團,238000
環礁,116000
環秀山莊,110000
環箍,242000
環節,10700000
環節動物,553000
環節動物門,80200
環線,351000
環縣,49300
環繞,4420000
環翠,211000
環翠區,58700
環衛,1170000
環評,653000
環路,198000
環遊,1590000
環面,36600000
環頸山鷓鴣,53
環頸鴴,20200
環顧,417000
環顧四周,337000
環香,9970000
璱,2640000
璲,2340000
璵,767000
璸,756000
璺,23700000
璽印,1590000
瓀,1670000
瓁,773000
瓅,5820000
瓈,2710000
瓊,6070000
瓊中,102000
瓊中縣,1520000
瓊中黎族苗族自治縣,1710000
瓊山,133000
瓊山市,3340000
瓊州,3970000
瓊州海峽,1740000
瓊斯,636000
瓊斯頓,4110
瓊海,245000
瓊海市,56500
瓊漿玉液,262000
瓊瑛,91700
瓊結,15200
瓊結縣,9670
瓊脂,111000
瓌,3560000
瓏,3670000
瓔珞,731000
瓜拿納,12600
瓜果,100000000
瓜無滾圓，人無十全,13600
瓜熟蒂落,22200000
瓜田不納履，李下不整冠,249000
瓶,100000000
瓶塞,52500000
瓶子,100000000
瓶盂,2910000
瓶胚,10200000
瓶裝,2950000
瓶領,9740000
瓶鼻海豚,395000
瓷實,15200
瓷瓶,65500000
瓷磚,1640000
瓸,625000
瓻,1220000
瓼,399000
甀,1530000
甁,6270000
甃,7620000
甄別,474000
甄別考試,101000
甄拔,1670000
甄汰,1910000
甄用,5120000
甄綜,17900
甄藻,47900
甄試,429000
甄選,1630000
甄錄,42900
甄陶,459000
甇,519000
甌海,136000
甌海區,76200
甍,21600000
甏,7220000
甑,49600000
甒,1480000
甓,11400000
甔,1070000
甕,5070000
甕中捉鱉,660000
甕城,91200
甕安,60800
甕安縣,18500
甕棺,102000
甕棺葬,34800
甕聲甕氣,42900
甕菜,372000
甖,1080000
甗,4210000
甘,100000000
甘丹寺,2980000
甘之如飴,581000
甘井子區,119000
甘南,100000000
甘南州,10400000
甘南縣,15400
甘南藏族自治州,31400000
甘味,28600000
甘味劑,39200
甘味料,829000
甘地,35100000
甘孜,100000000
甘孜州,58300000
甘露糖醇,5800000
甘願,1230000
甙,100000000
甚,100000000
甚且,100000000
甚囂塵上,442000
甚巨,54800000
甚微,100000000
甚濃,3400000
甚為,100000000
甚而,43700000
甚而至於,16400000
甚至,100000000
甜不辣,8750000
甜味,100000000
甜品,100000000
甜津津,8490000
甜潤,76100
甜瓜,100000000
甜甜圈,100000000
甜睡,2620000
甜稚,16600000
甜美,100000000
甜菊,25000000
甜菊糖,11600000
甜菜,100000000
甜蜜,100000000
甜蜜蜜,100000000
甜言,100000000
甜言美語,35100
甜言蜜語,4810000
甜高粱,4930000
甜點,5780000
甝,920000
甞,1670000
生,100000000
生下,100000000
生人,100000000
生來,100000000
生僻,100000000
生光,100000000
生冷,100000000
生出,100000000
生員,90700000
生土,100000000
生境,64800000
生字,100000000
生存,100000000
生存農業,14000000
生平,100000000
生平事跡,14200000
生怕,100000000
生性,100000000
生意,100000000
生意經,100000000
生意興隆,3080000
生態,22300000
生態友好型,8130000
生態圈,19800000
生態城市,51300000
生態孤島,13500
生態學,30800000
生態學家,2600000
生態旅遊,21500000
生死有命,17400000
生死肉骨,11100000
生死關頭,1100000
生殖,100000000
生殖力,27900000
生殖器,100000000
生殖器官,100000000
生殖腺,10600000
生殖輪,166000
生殺大權,5040000
生氣,8230000
生氣勃勃,830000
生氣盎然,262000
生水,100000000
生活垃圾,100000000
生活必需品,100000000
生活設施,20500000
生物多樣性,13000000
生物媒介,14900000
生物學,100000000
生物學家,42200000
生物專一性,335000
生物工程學,45400000
生物恐怖主義,524000
生物戰,12800000
生物晶片,20900000
生物材料,68400000
生物柴油,25300000
生物武器,13100000
生物氣體,11600000
生物活化性,40100000
生物測定,20300000
生物界,79300000
生物科技,100000000
生物群,87500000
生物質,59900000
生物質能,118000
生物醫學工程,15800000
生物量,42700000
生物鏈,41200
生物體,44700000
生物高分子,42900000
生物鹼,9820000
生猛,100000000
生理學,31200000
生理學家,34300000
生理性,100000000
生理期,93800000
生理鹽水,7660000
生產,96500000
生產力,66600000
生產勞動,20400000
生產反應堆,7430000
生產單位,50200000
生產成本,100000000
生產率,39600000
生產線,100000000
生產總值,11700000
生產能力,35000000
生產自救,1010000
生產設施,19600000
生產關係,7320000
生產隊,1790000
生疼,100000000
生病,100000000
生發,599000
生皮,10200000
生石灰,98100000
生達,37800000
生達縣,680000
生達鄉,56
生還,100000000
生鐵,553000
生長,10700000
生長激素,15000000
生長率,11800000
生長素,21200000
生靈,47500000
生靈塗炭,472000
生願,56500000
生養,100000000
生鮮,1750000
生麵糰,3470000
甡,6280000
產,38700000
產假,418000
產兒,67900000
產前檢查,6510000
產卵,279000
產品,100000000
產品結構,37700000
產地,5130000
產地證,4640000
產婆,45200
產婦,803000
產後,1900000
產業鏈,100000000
產業集群,58100000
產權,7710000
產油國,14000000
產物,4150000
產程,64100
產糧,111000
產經新聞,2930000
產能,4520000
產褥期,2320000
產褥熱,106000
產道,74800
產量,6160000
產量多,14100000
產鉗,9870
產銷,100000000
產院,13200
産,10300000
甥,100000000
甥女,10300000
甦,11000000
甦仙區,102
甦家屯,2940
用以,100000000
用作,100000000
用命,100000000
用品,100000000
用場,100000000
用字,100000000
用功,100000000
用度,100000000
用得上,100000000
用得其所,100000000
用得著,100000000
用心,100000000
用心良苦,89300000
用戶到網絡接口,44900000
用戶創造內容,3460000
用戶名,56300000
用戶定義,12300000
用料,100000000
用法,100000000
用盡心機,168000
用腦,100000000
用膳,26500000
用處,2130000
用計,99500000
用詞,100000000
甪,9280000
甪端,946000
甫一,36400000
甬,100000000
甬江,16000000
甬路,6610000
甬道,47100000
甭,100000000
甮,587000
甯,100000000
田七,38200000
田中鎮,94800
田亮,42200000
田埂,61400000
田家庵,23800000
田家庵區,1670000
田寮,11300000
田寮鄉,17600
田產,18000000
田納西,216000
田納西州,1300000
田螺,99300000
田賦,270000
田賽,23600
田野,100000000
田間,1360000
田間管理,6310000
田陽,312000
田陽縣,16100
田雞,204000
田鵐,17900
田鶇,11100
田鷚,1430
田鼠,32400000
由,100000000
由不得,67500000
由來,4940000
由徑,10300000
由於,100000000
由旬,4120000
由此,100000000
由此可見,4710000
由表及裡,5710000
甲,100000000
甲之蜜糖，乙之砒霜,4770000
甲乙,100000000
甲二醇,132000
甲亢,100000000
甲仙,33500000
甲仙鄉,99400
甲午,100000000
甲午戰爭,11600000
甲型,95700000
甲型球蛋白,5300000
甲型肝炎,25500000
甲基,100000000
甲基苯丙胺,10300000
甲子,100000000
甲寅,79700000
甲戌,68000000
甲方,100000000
甲殼,447000
甲殼動物,664000
甲殼素,1400000
甲殼類,400000
甲氧西林,11500000
甲氨基,15800000
甲氰菊酯,182000
甲流,28500000
甲溝炎,46600
甲烷,100000000
甲狀,75200
甲狀腺腫,8890000
甲申,87300000
甲申政變,37700
甲磺磷定,29300000
甲級,1410000
申報單,5670000
申奏,19800000
申屠,27100000
申扎,12800000
申斥,7170000
申明,100000000
申時,483000
申根,84300000
申猴,36700000
申理,100000000
申申,16900000
申討,9020
申訴,1630000
申說,33100000
申請人,100000000
申請書,100000000
申請表,82100000
申謝,39800
申購,578000
申辦,1500000
申辯,106000
申述,36300000
申通,100000000
申狀,8900000
申雪,8240000
申飭,91200
甴,10600000
男丁,37100000
男中音,21000000
男人不壞，女人不愛,1010000
男人婆,44900000
男人家,100000000
男低音,12700000
男修道院長,563000
男兒有淚不輕彈,338000
男同,92600000
男同胞,13300000
男士,100000000
男女,100000000
男女合校,26100000
男女同校,30600000
男女平等,100000000
男女授受不親,660000
男女老少,42300000
男女老幼,33100000
男女關係,33700000
男妓,7680000
男婚女嫁,6080000
男子,100000000
男子單,34300000
男子氣,9930000
男子氣概,1310000
男子漢,667000
男子籃球,19100000
男孩兒,43200000
男孩樂隊,2900000
男尊女卑,35100000
男工,22500000
男左女右,18800000
男巫,13000000
男廁,7710000
男怕入錯行，女怕嫁錯郎,473000
男性,100000000
男性主義,5760000
男性親屬,1380000
男才女貌,13800000
男扮女裝,7550000
男排,23400000
男方,100000000
男旦,5200000
男星,100000000
男朋友,100000000
男根,9300000
男爵,98600000
男神,100000000
男票,100000000
男管家,2070000
男籃,414000
男色,39900000
男蟲,12300000
男衛,21600000
男裝,2570000
男足,54900000
男高音,47000000
男高音部,21900000
甸,100000000
甹,1000000
甾,100000000
甾酮,2480000
甾醇,38500000
畏,100000000
畏友,1740000
畏忌,4540000
畏懼,2410000
畏縮,358000
畏罪,40400000
畏罪自殺,974000
畏途,11200000
畒,793000
畓,850000
畔,100000000
畔援,1030000
留一手,18700000
留任,85400000
留住,100000000
留作,100000000
留傳,216000
留別,393000
留堂,4100000
留壩,43900
留壩縣,19800
留存,100000000
留存收益,34600000
留學,4350000
留學生,100000000
留守,100000000
留宿,95700000
留洋,40600000
留海,5340000
留用,63700000
留白,100000000
留神,100000000
留種,69500
留空,100000000
留級,184000
留給,3700000
留聲機,184000
留職,146000
留職停薪,1600000
留芳千古,3800000
留芳百世,8850000
留蘭香,38200
留言,100000000
留言本,22200000
留話,26600000
留連,755000
留連果,58900
留連論詩,71
留遺,22700000
留都,100000000
留醫,28000000
留針,73600
留門,15900000
留難,12800000
留題,273000
留飲,7010000
留餘地,1090000
留駐,95000
留鳥,42500
畚,18900000
畛,16000000
畛域,4770000
畜,100000000
畜力,21000000
畜欄,13700
畜牧,100000000
畜牧業,37800000
畜生,100000000
畜產品,6520000
畜肥,36400000
畜類,1170000
畝,13700000
畟,1130000
畢,17200000
畢其功於一役,238000
畢加索,114000
畢卡索,216000
畢命,606000
番木鱉鹼,9
番椒,1750000
番瀉葉,30400
番瓜,5540000
番界,46900000
番番,5820000
番禺,100000000
番禺區,645000
番紅花,1700000
番茄,100000000
番茄汁,26600000
番茄紅素,3490000
番菜,340000
番路鄉,1580000
番邦,7970000
番麥,2400000
畫作,100000000
畫像,2230000
畫兒,76800000
畫冊,1920000
畫十字,14400000
畫卷,895000
畫圓,12200000
畫地為牢,1420000
畫地為獄,66600
畫地自限,141000
畫外音,1660000
畫家,4230000
畫布,753000
畫幅,230000
畫廊,1910000
畫押,61400
畫插圖者,2600000
畫架,103000
畫框,326000
畫氈,171000
畫法,688000
畫法幾何,1340000
畬鄉,878000
畮,1200000
畯,6010000
異丁烷,591000
異丙苯,538000
異丙醇,2910000
異乎尋常,561000
異事,60600000
異人,1010000
異像,13100000
異動,2850000
異化,520000
異化作用,1130000
異卵,1810000
異卵雙胞胎,417000
異口同聲,2000000
異同,2010000
異國,3050000
異端者,1630000
異維A酸,1990000
異義,589000
異腈,2760000
異色樹鶯,22
異裝癖,405000
異言,8620000
異說,88100000
異議,1330000
異議人士,537000
異議份子,137000
異議者,6580000
異讀,40400000
異讀詞,62500
異質網路,21700000
異軍突起,3930000
異邦,1080000
異鄉,980000
異鄉人,369000
異面直線,3320000
異頻雷達收發機,82
異食癖,1290000
異香撲鼻,103000
異體,1510000
異體字,4000000
畱,3030000
畳,4190000
當,100000000
當一天和尚撞一天鐘,293000
當上,88200000
當且僅當,1000000
當世,55100000
當世之冠,5030000
當世冠,52900
當世無雙,801000
當代,11200000
當代史,12500000
當代新儒家,3220000
當作,14900000
當值,29900000
當做,2620000
當兒,39400000
當初,11300000
當前,23400000
當務之急,2880000
當即,23200000
當啷,10100
當回事兒,3160000
當地,31700000
當地居民,14400000
當天,12800000
當天事當天畢,11200000
當官不為民做主不如回家賣紅薯,26000
當家,2430000
當局,57300000
當局者迷，旁觀者清,628000
當耳旁風,248000
當舖,553000
當著,9980000
當行出色,8820000
當街,417000
當軸,115000
畸形秀,974000
畸態,8150
畸胎瘤,23100000
畸變,208000
畸零,3690000
畹,28500000
畹町,6220000
畹町市,3160000
畺,1830000
疆域,100000000
疆場,306000
疇,2670000
疉,826000
疊層石,5570
疊紙,3010000
疊羅漢,49400
疊音鈸,23
疍,5430000
疎,13200000
疏,100000000
疏不見親,1570000
疏剪,10400000
疏勒,30600000
疏勒縣,16700
疏失,15800000
疏導,721000
疏忽,100000000
疏忽大意,65800000
疏忽職守,1590000
疏挖,24800000
疏散措施,48600000
疏於防範,288000
疏水簞瓢,45900
疏浚,100000000
疏漏,100000000
疏率,42700000
疏理,16600000
疏略,3040000
疏疏,32900000
疏而不漏,35300000
疏肝理氣,9540000
疏落,9440000
疏財仗義,336000
疏通,100000000
疏遠,1040000
疏闊,97700
疏附,23500000
疏離,1100000
疐,2970000
疑兵,4590000
疑冰,53300000
疑心,100000000
疑忌,24200000
疑惑,100000000
疑慮,2770000
疑懼,169000
疑案,53400000
疑涉,48200000
疑獄,147000
疑病症,10700000
疑神疑鬼,55400000
疑竇,96500
疑義,745000
疑陣,26300
疑難,3780000
疑難問題,8420000
疑雲,389000
疑點,520000
疒,14000000
疕,898000
疙,100000000
疙疸,738000
疙瘩,100000000
疝,100000000
疝氣,290000
疢,3830000
疣,100000000
疣豬,17000
疣贅,56000
疤,100000000
疤痕,100000000
疥,100000000
疥瘡,120000
疫區,467000
疫情,100000000
疫苗,100000000
疲,100000000
疾病控制中心,52400000
疾病突發,18700000
疾苦,100000000
疾走,37600000
疾風,4140000
疾風勁草,589000
疾首,33600000
疿,729000
痁,1570000
病句,100000000
病史,100000000
病因,100000000
病因子,31300000
病因學,2680000
病國殃民,358000
病媒,23000000
病室,100000000
病害,100000000
病家,100000000
病容,100000000
病床,100000000
病弱,100000000
病從口入,1850000
病徵,1530000
病恥感,168000
病患,100000000
病情,100000000
病懨懨,54800
病株,33900000
病案,69100000
病榻,35000000
病死,100000000
病毒,100000000
病毒學,21500000
病毒學家,6440000
病毒式營銷,5220000
病毒性,100000000
病毒性營銷,5450000
病毒性肝炎,100000000
病毒營銷,13200000
病毒科,65900000
病民害國,7770000
病民蠱國,316000
病況,246000
病源,67900000
病灶,100000000
病狀,166000
病症,100000000
病癒,228000
病秧子,20000000
病程,100000000
病篤,425000
症狀,7480000
症象,100000000
痊癒,2690000
痌,1540000
痏,1660000
痐,606000
痒,100000000
痛快淋漓,20500000
痛性痙攣,5490000
痛恨,100000000
痛感,100000000
痛扁,12100000
痛打,100000000
痛批,79900000
痛擊,221000
痛改前非,28000000
痛斥,74700000
痛楚,100000000
痛癢,316000
痛砭,4180000
痛罵,13500000
痛苦,100000000
痛處,18500000
痛風,774000
痛飲,6770000
痜,528000
痞子,100000000
痞子蔡,3640000
痠,2220000
痣,100000000
痤,100000000
痤瘡,317000
痦子,12700000
痩,5120000
痭,494000
痯,729000
痰盂,20300000
痰盂式,1620000
痱,72200000
痱子,58900000
痲,4620000
痲疹,26300000
痲痺,132000
痳,1380000
痴,100000000
痴心,100000000
痴心妄想,55300000
痴想,6910000
痻,595000
痼,70800000
痼疾,61800000
痼癖,360000
痼習,45100
痾,3010000
痿,100000000
瘀,100000000
瘀傷,119000
瘀斑,67900000
瘀血,100000000
瘀青,14000000
瘀點,36500
瘂,326000
瘃,3460000
瘉,2460000
瘊,18400000
瘊子,12900000
瘋子,3010000
瘋狂,21300000
瘋瘋癲癲,3290000
瘋癱,174000
瘋癲,1020000
瘌,7550000
瘍,1870000
瘏,929000
瘐,5020000
瘐死,1020000
瘕,25100000
瘖,5430000
瘙,16100000
瘚,707000
瘛,7490000
瘛瘲,372000
瘝,4320000
瘟,100000000
瘟疫,100000000
瘠,100000000
瘠薄,39900000
瘡,3960000
瘡口,2500000
瘡疤,99200
瘡痂,23400
瘡痍,439000
瘭,2040000
瘮,1370000
瘯,1880000
瘰,34700000
瘰螈,184000
療程,1820000
療養,1500000
療養院,6410000
癃,21500000
癄,482000
癆病,103000
癇,922000
癈,1940000
癉,1000000
癌,100000000
癌細胞,93500000
癎,3530000
癐,779000
癒,6610000
癒合,1640000
癔,52700000
癕,840000
癖,100000000
癖好,90800000
癘,1830000
癙,1040000
癜,100000000
癟三,64200
癟陷,115000
癠,646000
癡呆,792000
癡情,1400000
癢,5820000
癢癢撓,4910000
癤,826000
癥,11900000
癥結,653000
癩,2750000
癩皮病,189000
癩蛤蟆,3760000
癪,549000
癬,615000
癭,1060000
癮頭,49200
癮頭兒,53
癯,16800000
癯瘦,832000
癱瘓,1310000
癱軟,415000
癲癇,881000
発,86100000
登,100000000
登上,100000000
登仙,32300000
登入,100000000
登出,43600000
登基,100000000
登堂入室,100000000
登封,100000000
登山,100000000
登山家,6250000
登山扣,22100000
登革病毒,2840000
登高一呼,4690000
登高望遠,1440000
發,100000000
發交,100000000
發亮,1120000
發人深思,9840000
發人深醒,3770000
發令槍,645000
發件人,61600000
發佈,20300000
發佈會,100000000
發作,2170000
發作性嗜睡病,1820000
發信,100000000
發光,6110000
發光二極管,6550000
發光二極體,330000
發兵,21500000
發冷,104000
發出指示,5430000
發刊,58300000
發動力,20500000
發動機,3120000
發卡,646000
發呆,1500000
發售,8150000
發嘎嘎聲,1570000
發報,100000000
發奮有為,329000
發好人卡,806000
發射,5410000
發射井,1340000
發射器,21500000
發射星雲,47200
發射站,11500000
發工資日,79700000
發布,50200000
發憤,609000
發憤圖強,360000
發憤忘食,400000
發憷,4250
發懵,38400
發抖,1160000
發掘,5310000
發揚踔厲,22900
發揮,29100000
發改委,97200000
發放,5550000
發明,10100000
發明人,30100000
發明創造,7300000
發明家,18300000
發明者,13700000
發春,958000
發暈,45200
發暗,18700000
發棵,1430
發榜,25000
發橫財,1840000
發毛,86800000
發氣,97800000
發汗,405000
發泡,1940000
發洩,1510000
發源,2010000
發源地,11400000
發火,616000
發炎,1910000
發燒友,100000000
發端,62100000
發笑,46100000
發粉,93900000
發紅,594000
發紺,42600
發聲,3510000
發聲器,7540000
發聾振聵,731000
發育,4420000
發育期,24100000
發育生物學,2210000
發胖,560000
發脆,1530000
發脫口齒,90000
發脹,6900000
發自,100000000
發芽,1160000
發財,4290000
發財致富,2460000
發貨,5760000
發起,9780000
發跡,579000
發軔,205000
發軟,99300000
發送,14700000
發送器,22900000
發運,100000000
發達,9080000
發達國,100000000
發達國家,16600000
發達地區,6810000
發配,100000000
發酒瘋,60000
發難,46700000
發電,8230000
發電廠,35500000
發音,8660000
發音器官,3160000
發願,759000
發顫,88400
發飆,299000
白三烯,10500000
白下,68100000
白乾兒,33600
白人,100000000
白令海,4400000
白令海峽,1120000
白俄,13800000
白俄羅斯人,6080000
白兀鷲,47200
白先勇,11900000
白內障,712000
白冠噪鶥,111000
白冠攀雀,26900
白冠燕尾,53700
白冠長尾雉,46200
白冰冰,4780000
白刃,43700000
白刃戰,2420000
白切雞,114000
白化病,19100000
白頂玄鷗,29
白領,2880000
白頭硬尾鴨,20200
白頭鶴,71600
白頭鷂,10800
白頭鷹,31400
白頰噪鶥,37800
白頰山鷓鴣,57700
白頰鵯,52
白頸長尾雉,50100
白頸鶇,23
白頸鸛,43
白額圓尾鸌,69700
白額燕鷗,12100
白額雁,40500
白額鸌,52
白飯,1430000
白首齊眉,54100
白香詞譜,67800
白馬寺,2430000
白馬王子,3130000
白馬股,4770000
白馬雪山,252000
白駒過隙,1200000
白骨,100000000
白骨精,75200000
白髮,4570000
白髮蒼蒼,987000
白鬼,6840000
白魚,412000
白鯨,307000
白鰭豚,8720
白鱀豚,1650000
白鵠,885000
白鶴,1410000
白鶴梁,361000
白鶴灘,1260000
白鶺鴒,268000
白鷳,105000
白鷺,1630000
白鷺灣濕地公園,90500
白鸛,58700
白髮人送黑髮人,636000
白鹼灘,1730
白鹼灘區,1660
白麻子,2820000
白鼻子,42100000
白鼻心,569000
百,100000000
百不咋,100000000
百不雜,12
百事俱廢,302000
百事無成,956000
百事輕怡,39000
百事通,58900000
百依百順,1010000
百倍,100000000
百兒八十,7280000
百出,100000000
百分,100000000
百分之,100000000
百分之百,100000000
百分制,96100000
百分比,100000000
百分率,68600000
百分百,100000000
百家樂,70900
百事可樂,11800000
百家爭鳴,4530000
百寶箱,10700000
百尺竿頭,1820000
百川歸海,434000
百年不遇,34500000
百年大計,4350000
百年好合,69200000
百幾,100000000
百度,100000000
百度幣,55300000
百度百科,100000000
百廢俱興,864000
百廢具興,3810000
百廢待舉,2030000
百忙,100000000
百思不得其解,6310000
百思不解,100000000
百思莫解,6300000
百尺竿頭，更盡一步,33100000
百思買,616000
百感交集,82700000
